시군구명,위도,경도,안전센터명,관할소방서명
종로구,37.57786906,127.0164607,숭인119안전센터,종로소방서
종로구,37.57901585,127.0163336,숭인119안전센터,종로소방서
종로구,37.577891,127.0169254,숭인119안전센터,종로소방서
종로구,37.57679632,127.0155468,숭인119안전센터,종로소방서
종로구,37.57438354,127.0157874,숭인119안전센터,종로소방서
종로구,37.57837463,127.0154752,숭인119안전센터,종로소방서
종로구,37.57455758,127.0158114,숭인119안전센터,종로소방서
종로구,37.57337744,127.0157438,숭인119안전센터,종로소방서
종로구,37.57522989,127.0159509,숭인119안전센터,종로소방서
종로구,37.57390428,127.0162112,숭인119안전센터,종로소방서
종로구,37.5731945,127.0177424,숭인119안전센터,종로소방서
종로구,37.57561841,127.0166174,숭인119안전센터,종로소방서
종로구,37.57668657,127.0161728,숭인119안전센터,종로소방서
종로구,37.5799672,127.0157287,숭인119안전센터,종로소방서
종로구,37.58064671,127.0154652,숭인119안전센터,종로소방서
종로구,37.57914709,127.0154679,숭인119안전센터,종로소방서
종로구,37.57722304,127.0182779,숭인119안전센터,종로소방서
종로구,37.57949504,127.0164416,숭인119안전센터,종로소방서
종로구,37.57418138,127.0183736,숭인119안전센터,종로소방서
종로구,37.57463109,127.0185778,숭인119안전센터,종로소방서
종로구,37.57713637,127.0211996,숭인119안전센터,종로소방서
종로구,37.577015,127.0199758,숭인119안전센터,종로소방서
종로구,37.57734931,127.0165055,숭인119안전센터,종로소방서
종로구,37.57682882,127.02118,숭인119안전센터,종로소방서
종로구,37.5790896,127.0174181,숭인119안전센터,종로소방서
종로구,37.57816948,127.016305,숭인119안전센터,종로소방서
종로구,37.57680265,127.0208879,숭인119안전센터,종로소방서
종로구,37.57742805,127.0160846,숭인119안전센터,종로소방서
종로구,37.57756862,127.0167362,숭인119안전센터,종로소방서
종로구,37.5775512,127.0161577,숭인119안전센터,종로소방서
종로구,37.57148449,127.0186447,숭인119안전센터,종로소방서
종로구,37.57317461,127.0170707,숭인119안전센터,종로소방서
종로구,37.57299452,127.0219449,숭인119안전센터,종로소방서
종로구,37.57230188,127.0234172,숭인119안전센터,종로소방서
종로구,37.5750945,127.0217765,숭인119안전센터,종로소방서
종로구,37.57785817,127.021878,숭인119안전센터,종로소방서
종로구,37.57653829,127.0219531,숭인119안전센터,종로소방서
종로구,37.57809694,127.0198542,숭인119안전센터,종로소방서
종로구,37.57266491,127.0199151,숭인119안전센터,종로소방서
종로구,37.57438671,127.0226846,숭인119안전센터,종로소방서
종로구,37.57600027,127.0228037,숭인119안전센터,종로소방서
종로구,37.57116443,127.0161872,숭인119안전센터,종로소방서
종로구,37.57347747,127.0196181,숭인119안전센터,종로소방서
종로구,37.57543608,127.0208157,숭인119안전센터,종로소방서
종로구,37.57181434,127.0193541,숭인119안전센터,종로소방서
종로구,37.57752654,127.0205023,숭인119안전센터,종로소방서
종로구,37.57191008,127.0201733,숭인119안전센터,종로소방서
종로구,37.57478741,127.02181,숭인119안전센터,종로소방서
종로구,37.57388351,127.0209207,숭인119안전센터,종로소방서
종로구,37.57468476,127.0198904,숭인119안전센터,종로소방서
종로구,37.57532371,127.0198618,숭인119안전센터,종로소방서
종로구,37.57589399,127.0198752,숭인119안전센터,종로소방서
종로구,37.57627165,127.0198046,숭인119안전센터,종로소방서
종로구,37.57788903,127.0199476,숭인119안전센터,종로소방서
종로구,37.57608819,127.0218187,숭인119안전센터,종로소방서
종로구,37.57240549,127.0200947,숭인119안전센터,종로소방서
종로구,37.57277162,127.0204878,숭인119안전센터,종로소방서
종로구,37.57242983,127.0226025,숭인119안전센터,종로소방서
종로구,37.57370786,127.0818828,숭인119안전센터,종로소방서
종로구,37.57297909,127.0228351,숭인119안전센터,종로소방서
종로구,37.5724493,127.0165844,숭인119안전센터,종로소방서
종로구,37.57600859,127.0188831,숭인119안전센터,종로소방서
종로구,37.57714861,127.0220959,숭인119안전센터,종로소방서
종로구,37.57396005,127.0194541,숭인119안전센터,종로소방서
종로구,37.57428482,127.0231695,숭인119안전센터,종로소방서
종로구,37.57352334,127.0190778,숭인119안전센터,종로소방서
